,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,12/11/2024,SM123,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NKN241203-N-1,1,121.48,14.50,10.10,509.60,34.64,6.37
KWP241203-N-1,2,92.50,13.50,9.48,174.64,11.63,3.36
KKS241203-N-1,3,105.22,12.35,8.41,275.34,31.76,2.52
KKP241203-N-1,4,103.16,11.09,7.14,177.81,26.63,4.24
KCP241203-N-1,5,298.97,26.27,22.82,1287.09,203.58,9.65
WKD241203-N-1,6,92.86,12.06,6.64,132.76,9.74,3.39
WKB241204-N-1,7,79.96,10.99,4.43,54.59,3.88,1.61
WUL241204-N-1,8,82.61,10.05,4.16,50.69,3.53,1.86
WPL241204-N-1,9,95.76,9.96,4.46,71.82,5.67,2.09
MMB241204-N-1,10,80.00,11.28,6.36,147.06,6.15,1.14
MAN241204-N-1,11,87.73,9.59,4.89,1406.33,3.52,3.37
MAS241204-N-1,12,95.86,11.65,8.70,585.86,26.01,2.15
NMH241205-N-1,13,101.61,10.62,5.10,222.51,24.06,3.88
NMC241205-N-1,14,121.20,12.32,6.87,230.44,35.00,8.80
NHP241205-N-1,15,151.84,11.54,7.39,465.67,51.89,5.17
NKP241205-N-1,16,77.42,9.95,4.81,59.22,2.05,0.76
NKC241205-N-1,17,117.79,14.94,10.94,374.35,47.65,1.91
