,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,8/6/2025,SM134,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NMP250729-N-1,1,129.56,13.57,9.73,1239.19,72.60,1.63
NKN250729-N-1,2,104.40,12.33,7.06,652.27,40.76,3.54
KWP250729-N-1,3,98.48,14.89,11.78,803.85,41.27,2.80
KKS250729-N-1,4,107.34,14.24,9.83,814.91,49.41,2.78
KKP250729-N-1,5,90.19,11.16,5.61,303.59,38.07,2.42
KCP250729-N-1,6,475.89,22.72,19.86,1830.24,396.67,5.33
WKD250729-N-1,7,76.44,19.19,14.09,104.27,5.35,3.31
WKB250730-N-1,8,61.16,10.60,4.93,74.36,3.12,2.82
WUL250730-N-1,9,59.89,10.14,5.33,68.15,6.99,2.82
WPL250730-N-1,10,58.35,10.94,5.26,72.88,5.80,1.77
MMB250730-N-1,11,91.05,<1.2,6.10,127.95,10.85,1.84
MAN250730-N-1,12,63.86,10.21,5.37,132.77,7.31,5.05
MAS250730-N-1,13,72.90,10.72,5.15,134.24,5.32,3.10
NMH250731-N-1,14,128.16,16.52,11.75,529.15,62.95,10.02
NMC250731-N-1,15,98.58,12.56,7.85,292.09,36.96,6.09
NHP250731-N-1,16,73.74,11.52,6.36,145.95,12.84,4.08
NKP250731-N-1,17,63.98,11.81,6.03,72.07,2.92,2.71
NSB250731-N-1,18,78.72,15.92,10.64,247.73,15.17,3.36
NKC250731-N-1,19,103.84,14.81,10.01,360.85,44.45,3.79
