,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,6/26/2025,SM132,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NMP250617-N-1,1,243.14,16.12,12.83,2113.13,171.11,2.74
NKN250617-N-1,2,183.07,16.01,12.08,1466.73,93.00,5.09
KWP250617-N-1,3,82.69,15.88,12.78,1161.65,16.22,2.24
KKS250617-N-1,4,102.60,14.69,10.52,1015.15,39.67,1.87
KKP250617-N-1,5,98.01,10.74,7.01,295.66,30.47,3.46
KCP250617-N-1,6,614.67,34.17,30.71,2483.78,549.96,23.27
WKD250617-N-1,7,76.37,11.51,5.36,124.67,10.86,1.76
WKB250618-N-1,8,68.89,12.34,5.52,122.90,6.66,3.64
WUL250618-N-1,9,92.63,12.34,6.35,181.77,26.60,2.73
WPL250618-N-1,10,84.48,12.10,6.17,193.65,19.00,2.09
MMB250618-N-1,11,106.47,11.97,5.79,223.60,44.78,2.15
MAN250618-N-1,12,66.85,9.91,5.01,166.26,2.94,2.10
MAS250618-N-1,13,63.46,10.52,6.36,235.27,7.38,2.30
NMH250619-N-1,14,133.16,14.38,9.14,536.29,56.56,7.17
NMC250619-N-1,15,175.93,11.49,7.92,763.85,78.91,5.40
NHP250619-N-1,16,65.12,9.84,4.54,86.65,3.23,1.58
NKP250619-N-1,17,57.74,10.53,4.78,44.94,0.80,0.99
NSB250619-N-1,18,85.31,14.62,10.85,267.31,24.24,3.51
NKC250619-N-1,19,103.89,13.11,8.23,322.59,39.95,2.21
