,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,10/9/2024,SM120,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
KWP241001-N-1,1,86.47,11.89,6.90,442.29,8.23,1.68
KKS241001-N-1,2,117.57,10.16,5.41,652.40,36.77,1.14
KKP241001-N-1,3,98.90,8.53,2.63,185.27,10.40,0.32
KCP241001-N-1,4,712.65,24.82,23.78,1927.55,589.83,5.35
WKD241001-N-1,5,115.00,10.67,5.64,301.07,40.13,1.44
WKB241001-N-1,6,80.82,8.87,2.46,87.44,4.62,1.27
WUL241002-N-1,7,169.70,10.48,4.81,236.51,62.03,16.54
WPL241002-N-1,8,134.25,10.41,4.88,241.84,40.40,10.70
MMB241002-N-1,9,200.11,14.26,10.55,408.39,90.34,23.15
MAN241002-N-1,10,103.02,10.58,5.45,260.85,8.18,6.47
MAS241002-N-1,11,121.25,13.19,9.20,757.19,36.47,4.68
NMH241003-N-1,12,126.80,10.77,4.87,339.03,40.95,7.53
NMC241003-N-1,13,185.68,9.83,4.38,643.44,91.94,6.22
NHP241003-N-1,14,101.95,8.46,2.54,271.62,23.54,1.07
NKP241003-N-1,15,89.00,8.42,2.43,57.07,4.16,1.90
NKC241003-N-1,16,167.69,10.86,4.69,313.76,79.19,2.44
NKN241003-N-1,17,231.58,11.44,7.83,1067.91,111.82,3.85
