,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,10/9/2025,SM137,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
KCP250930-N-1,6,424.82,23.85,21.46,1501.10,313.46,7.13
KKP250930-N-1,5,108.78,11.32,7.35,289.16,47.43,1.77
KKS250930-N-1,4,107.61,14.51,9.61,682.71,34.13,1.44
KWP250930-N-1,3,150.89,15.15,13.21,1161.14,86.09,1.24
MAN251001-N-1,12,72.63,10.54,5.84,208.24,3.55,2.37
MAS251001-N-1,13,72.26,10.35,5.85,102.24,5.34,3.38
MMB251001-N-1,11,96.39,11.26,6.07,150.87,26.12,0.46
NHP251002-N-1,16,80.12,9.80,5.01,129.55,10.38,1.14
NKC251002-N-1,19,125.10,13.97,7.27,276.96,57.27,2.12
NKN250930-N-1,2,135.60,14.36,10.61,783.31,69.79,2.07
NKP251002-N-1,17,70.38,10.61,5.26,58.82,1.25,2.13
NMC251002-N-1,15,206.90,12.14,8.46,873.75,100.84,5.40
NMH251002-N-1,14,127.13,12.90,8.73,390.89,50.06,10.09
NMP250930-N-1,1,273.96,13.46,11.77,1868.59,152.30,1.06
NSB251002-N-1,18,94.93,14.48,9.68,273.54,21.50,1.54
WKB251001-N-1,8,74.49,9.65,4.47,101.46,6.82,1.36
WKD250930-N-1,7,74.92,10.61,5.86,138.47,10.49,<0.28
WPL251001-N-1,10,74.58,9.51,4.13,77.96,8.07,0.74
WUL251001-N-1,9,133.72,11.84,7.02,234.59,62.52,1.62
