,,Data Provided by:,,,,,,,,,,
,,SOEST Laboratory for ,,,,,,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,,,,,,
,,University of Hawaii at Manoa ,,,,,,,,,,
,,1000 Pope Rd,,,,,,,,,,
,,"Honolulu, HI 96822",,,,,,,,,,
,,808-956-5878,,,,,,,,,,
,,,,,,,,,,,,
,,Date Samples Received:,,6/25/24,SM115,,,,,,,
,,,,,,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,,,,,,
,,,,,,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia,,,,,
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L,,,,,
KWP240618-N-1,1,181.47,10.32,8.96,1323.41,67.96,3.36,,,,,
KKS240618-N-1,2,118.12,8.00,4.53,197.71,29.96,2.21,,,,,
KKP240618-N-1,3,184.60,7.71,5.75,710.13,88.72,3.83,,,,,
KCP240618-N-1,4,1120.26,30.47,26.73,3528.46,963.59,15.02,,,,,
WKD240618-N-1,5,118.27,9.79,5.65,200.66,30.13,2.17,,,,,
WKB240618-N-1,6,154.19,8.84,5.63,266.30,64.69,2.30,,,,,
WUL240619-N-1,7,228.43,8.69,5.89,289.31,133.22,3.68,,,,,
WPL240619-N-1,8,154.56,11.53,5.78,436.59,37.16,13.41,,,,,
MMB240619-N-1,9,231.10,7.96,5.16,386.91,136.82,1.96,,,,,
MAN240619-N-1,10,115.19,10.94,9.29,994.38,26.91,3.30,,,,,
MAS240619-N-1,11,103.60,10.11,7.58,483.23,20.83,3.34,,,,,
NMH240620-N-1,12,149.02,8.77,6.19,491.26,51.87,8.87,,,,,
NMC240620-N-1,13,245.17,3.31,2.31,1071.57,133.25,5.59,,,,,
NHP240620-N-1,14,203.37,12.87,6.71,703.09,100.96,3.31,,,,,
NKP240620-N-1,15,90.22,6.54,4.44,68.91,3.89,3.96,,,,,
NKC240620-N-1,16,215.82,9.21,7.09,553.75,131.01,3.31,,,,,
NKN240620-N-1,17,174.21,6.73,5.06,829.33,84.10,4.46,,,,,
