,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,12/11/2025,SM140,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
KCP251202-N-1,6,718.57,38.69,26.75,3071.16,672.91,12.18
KKP251202-N-1,5,114.50,13.93,12.49,351.53,54.12,12.85
KKS251202-N-1,4,180.76,15.58,14.99,820.24,126.93,3.74
KWP251202-N-1,3,89.99,15.53,13.47,423.37,13.55,3.22
LBL251203-N-1,20,7.89,<1.2,0.67,<1.4,0.66,<0.28
MAN251203-N-1,12,66.14,14.78,14.12,921.68,13.06,1.82
MAS251203-N-1,13,71.27,13.08,11.56,547.35,21.68,3.53
MMB251203-N-1,11,61.64,13.98,8.56,203.56,11.70,<0.28
NHP251204-N-1,16,112.43,10.49,8.15,455.34,67.01,0.49
NKC251204-N-1,19,194.96,18.66,13.78,462.67,159.01,3.32
NKN251202-N-1,2,129.03,17.38,15.77,768.53,69.26,5.69
NKP251204-N-1,17,67.67,9.41,6.74,67.90,2.40,5.84
NMC251204-N-1,15,108.78,10.34,7.49,477.20,46.66,7.57
NMH251204-N-1,14,82.93,12.32,9.89,554.67,32.16,11.09
NMP251202-N-1,1,188.03,15.15,14.02,1081.76,134.57,2.99
NSB251204-N-1,18,76.46,13.01,9.96,237.72,13.82,1.81
WKB251203-N-1,8,85.26,11.08,7.71,90.27,5.82,4.37
WKD251202-N-1,7,81.54,11.86,8.44,99.52,9.29,1.41
WPL251203-N-1,10,65.82,10.64,6.80,121.76,13.17,0.36
WUL251203-N-1,9,75.56,11.23,8.53,156.27,11.86,2.90
