,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,4/1/2025,SM128,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NMP250325-N-1,1,247.00,16.32,10.47,1442.51,161.00,1.52
NKN250325-N-1,2,226.51,20.94,15.73,1419.80,132.16,3.26
KWP250325-N-1,3,104.63,17.42,11.89,542.26,26.30,3.99
KKS250325-N-1,4,120.58,14.92,9.15,639.87,55.79,0.57
KKP250325-N-1,5,129.54,16.32,9.39,592.11,60.25,4.01
KCP250325-N-1,6,347.30,23.20,17.11,1013.49,240.89,5.00
WKD250325-N-1,7,75.06,14.35,7.33,115.86,7.99,0.59
WKB250326-N-1,8,75.92,13.41,5.95,80.78,11.27,1.71
WUL250326-N-1,9,125.27,14.09,6.71,222.76,58.80,1.83
WPL250326-N-1,10,94.53,14.53,6.49,175.39,24.50,1.30
MMB250326-N-1,11,233.88,15.57,9.88,755.68,132.09,2.41
MAN250326-N-1,12,78.09,14.11,7.52,356.52,7.98,2.82
MAS250326-N-1,13,96.10,17.01,11.83,855.35,34.58,1.22
NMH250327-N-1,14,134.86,16.30,8.65,349.22,42.65,10.95
NMC250327-N-1,15,353.40,16.03,9.84,982.39,229.46,16.69
NHP250327-N-1,16,181.93,15.55,8.09,404.55,63.05,7.00
NKP250327-N-1,17,74.77,13.30,5.82,117.63,1.84,1.58
NSB250327-N-1,18,101.87,18.52,10.52,417.29,15.73,3.58
NKC250327-N-1,19,236.77,19.38,12.10,613.62,124.97,9.37
