,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,12/23/2025,SM141,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NMP251216-N-1,1,255.53,21.29,16.28,1436.57,132.58,14.20
NKN251216-N-1,2,128.38,16.89,13.49,738.56,69.28,5.32
KWP251216-N-1,3,86.85,13.74,9.83,330.55,16.40,1.81
KKS251216-N-1,4,120.15,14.61,11.71,469.92,53.81,4.29
KKP251216-N-1,5,91.95,12.69,9.35,197.37,30.29,5.11
KCP251216-N-1,6,409.31,27.96,26.42,1427.79,328.71,8.73
WKD251216-N-1,7,71.65,10.68,5.86,83.39,7.46,<0.28
WKB251217-N-1,8,65.08,10.67,5.44,109.06,9.45,1.39
WUL251217-N-1,9,70.78,10.49,5.13,129.21,14.22,1.36
WPL251217-N-1,10,75.95,9.99,5.49,160.67,21.69,0.95
MMB251217-N-1,11,81.89,11.68,7.54,304.50,32.00,<0.28
MAN251217-N-1,12,61.77,11.73,8.70,479.58,8.44,0.34
MAS251217-N-1,13,61.83,10.71,7.42,222.63,12.42,<0.28
NMH251218-N-1,14,128.16,14.24,11.61,610.79,74.17,9.74
NMC251218-N-1,15,142.23,13.44,10.50,664.29,89.05,3.45
NHP251218-N-1,16,108.02,12.50,9.68,467.38,53.69,2.72
NKP251218-N-1,17,125.92,13.12,10.38,459.95,74.42,2.38
NSB251218-N-1,18,170.69,18.09,15.87,805.23,117.40,4.31
NKC251218-N-1,19,220.43,17.12,15.62,927.10,174.23,4.48
