,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,8/6/2024,SM117,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
KWP240730-N-1,1,169.48,15.01,11.90,1142.47,84.97,3.99
KKS240730-N-1,2,223.19,13.11,10.56,1778.32,123.57,3.12
KKP240730-N-1,3,99.29,9.43,5.84,616.03,19.79,2.15
KCP240730-N-1,4,708.12,22.54,20.15,2764.65,599.26,1.95
WKD240730-N-1,5,82.22,10.41,6.49,129.74,10.07,<0.28
WKB240730-N-1,6,97.58,11.19,6.34,174.60,19.95,0.28
WUL240731-N-1,7,187.13,11.73,7.72,334.97,78.41,5.25
WPL240731-N-1,8,135.11,10.72,5.97,224.39,49.20,3.66
MMB240731-N-1,9,159.09,10.74,5.60,270.32,81.79,0.45
MAN240731-N-1,10,91.39,12.18,8.63,393.86,9.80,4.15
MAS240731-N-1,11,89.97,10.28,8.37,211.84,10.46,2.84
NMH240801-N-1,12,131.56,12.68,8.66,404.87,53.77,6.13
NMC240801-N-1,13,325.25,8.96,6.09,2019.32,206.63,4.68
NHP240801-N-1,14,161.53,13.52,8.29,455.22,78.85,2.66
NKP240801-N-1,15,79.42,11.12,5.42,139.54,1.97,3.51
NKC240801-N-1,16,177.83,14.60,10.10,436.29,89.08,2.40
NKN240801-N-1,17,233.91,12.98,10.84,1971.15,136.37,3.55
