,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,1/8/2025,SM124,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NKN241231-N-1,1,117.84,11.99,7.48,368.32,23.74,6.17
KWP241231-N-1,2,128.92,15.49,12.46,635.54,41.58,3.86
KKS241231-N-1,3,121.43,11.67,8.11,453.74,33.76,1.67
KKP241231-N-1,4,119.19,13.97,8.81,227.31,29.49,3.37
KCP241231-N-1,5,529.05,27.20,23.46,1661.36,350.05,54.09
WKD241231-N-1,6,98.48,11.61,6.78,150.56,9.21,3.31
NMH250102-N-1,7,127.49,11.70,7.52,291.40,39.67,7.18
NMC250102-N-1,8,126.88,9.59,5.44,237.64,24.95,4.99
NHP250102-N-1,9,123.57,11.82,6.50,254.13,32.12,4.52
NKP250102-N-1,10,96.68,11.03,5.06,51.42,0.71,2.02
NKC250102-N-1,11,189.67,12.48,8.32,288.24,104.29,3.49
WKB250103-N-1,12,98.23,10.44,5.57,72.54,4.21,3.41
WUL250103-N-1,13,95.51,11.49,6.29,68.87,4.08,3.38
WPL250103-N-1,14,99.48,10.79,5.79,81.90,6.53,3.62
MMB250103-N-1,15,91.78,11.31,6.72,90.62,5.13,1.42
MAN250103-N-1,16,101.12,10.81,6.36,128.24,3.22,3.37
MAS250103-N-1,17,96.07,11.25,7.74,291.11,13.84,1.95
