,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,9/18/2025,SM136,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
NMP250909-N-1,1,185.66,16.40,10.84,826.33,102.57,0.89
NKN250909-N-1,2,178.38,18.04,14.30,1561.57,81.67,1.71
KWP250909-N-1,3,137.78,19.23,14.96,1054.47,53.44,1.21
KKS250909-N-1,4,85.51,13.75,9.00,706.67,18.08,1.46
KKP250909-N-1,5,93.33,12.90,6.57,210.29,17.63,3.30
KCP250909-N-1,6,679.39,35.74,32.70,2311.08,614.95,7.28
WKD250909-N-1,7,71.19,12.33,6.74,110.55,6.89,1.34
WKB250910-N-1,8,70.30,11.14,4.45,59.92,4.09,1.82
WUL250910-N-1,9,76.17,10.75,4.15,52.29,3.41,0.76
WPL250910-N-1,10,75.73,11.88,5.30,111.01,7.44,1.41
MMB250910-N-1,11,75.79,14.58,5.37,122.93,5.94,1.09
MAN250910-N-1,12,70.51,10.38,4.02,99.86,2.70,1.72
MAS250910-N-1,13,88.18,12.58,6.07,153.58,8.34,1.12
NMH250911-N-1,14,126.31,14.89,8.34,333.99,39.02,6.67
NMC250911-N-1,15,114.10,12.82,5.85,325.29,30.34,5.12
NHP250911-N-1,16,90.74,12.01,6.09,237.62,25.10,0.57
NKP250911-N-1,17,70.73,12.05,4.99,66.54,1.39,1.22
NSB250911-N-1,18,83.53,16.77,9.62,247.45,11.74,1.63
NKC250911-N-1,19,107.44,15.45,9.01,292.72,34.68,1.37
