,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,11/25/2025,WM164,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS251118-N-1,1,75.01,14.18,8.38,385.34,11.51,3.40
RPO251118-N-1,2,150.68,14.53,10.55,1030.51,89.03,1.84
RKS251118-N-1,3,71.31,11.98,6.52,161.93,5.95,9.65
RCB251118-N-1,4,94.51,13.63,7.76,397.31,18.77,8.12
RWA251118-N-1,5,99.30,18.19,15.15,1529.81,35.23,0.75
PLH251119-N-1,6,80.12,13.67,9.51,501.81,9.01,7.54
PLT251119-N-1,7,94.34,11.98,7.80,464.84,19.23,8.14
OCO251119-N-1,8,64.35,7.99,4.46,310.44,3.13,1.53
OMM251119-N-1,9,67.03,7.75,4.53,283.57,5.42,1.74
OUB251119-N-1,10,60.24,8.00,4.18,116.59,4.24,<0.28
OPP251119-N-1,11,62.05,8.30,4.21,249.14,3.70,0.90
RHL251120-N-1,12,84.76,14.81,8.14,516.57,4.67,0.81
RFS251120-N-1,13,83.45,12.68,8.46,309.52,17.21,0.59
RKO251120-N-1,14,78.22,13.22,9.46,355.40,16.41,1.07
RKV251120-N-1,15,68.69,10.67,6.74,281.86,5.40,0.41
LMT251121-N-1,16,82.33,10.52,6.32,480.25,13.77,3.69
LMR251121-N-1,17,80.83,11.03,8.72,1700.30,16.25,2.92
LPS251121-N-1,18,59.45,9.63,4.69,138.95,1.54,<0.28
LLH251121-N-1,19,67.46,11.10,5.74,254.47,4.17,4.60
PFF251121-N-1,20,67.67,14.69,9.21,490.72,11.08,0.63
