,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,3/20/2025,WM152,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS250311-N-1,1,92.26,16.88,10.98,458.46,10.60,4.28
RPO250311-N-1,2,211.82,14.36,12.61,1569.27,138.69,2.45
RKS250311-N-1,3,97.46,20.15,17.13,562.49,20.60,1.31
RCB250311-N-1,4,90.99,12.95,7.30,321.29,19.53,1.89
RWA250311-N-1,5,93.04,14.81,10.94,986.35,23.79,2.67
PLH250312-N-1,6,85.09,9.70,5.83,138.94,3.81,3.25
PLT250312-N-1,7,70.81,9.11,5.55,117.96,3.80,1.67
OCO250312-N-1,8,76.62,10.52,4.74,318.98,7.51,1.27
OMM250312-N-1,9,74.48,7.85,4.57,346.77,3.69,3.13
OUB250312-N-1,10,71.28,9.50,4.30,117.20,2.47,2.17
OPP250312-N-1,11,71.03,9.83,5.46,336.85,2.96,0.69
RHL250313-N-1,12,132.85,13.76,8.40,460.04,1.88,9.50
RFS250313-N-1,13,85.88,11.87,6.83,159.60,11.81,2.46
RKO250313-N-1,14,79.73,13.13,9.59,408.37,10.12,1.32
RKV250313-N-1,15,82.07,10.32,7.60,386.00,14.44,0.53
LMT250314-N-1,16,77.99,8.30,4.99,337.56,7.93,1.22
LMR250314-N-1,17,79.24,8.68,6.61,909.61,4.95,4.36
LPS250314-N-1,18,74.84,8.08,6.20,332.02,1.69,3.32
LLH250314-N-1,19,81.07,11.74,8.48,428.41,4.96,4.68
PFF250314-N-1,20,75.54,8.19,5.76,285.89,4.62,0.53
