,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,10/15/2025,WM162,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
LLH251010-N-1,19,66.55,9.25,4.51,160.73,1.99,1.43
LMR251010-N-1,17,72.36,10.88,6.62,223.23,3.44,2.12
LMT251010-N-1,16,79.07,9.53,6.16,333.72,10.24,2.15
LPS251010-N-1,18,67.28,9.89,5.54,211.83,0.91,0.47
OCO251008-N-1,8,93.20,8.10,4.73,302.81,2.65,2.88
OMM251008-N-1,9,74.39,7.52,5.08,324.95,4.48,1.38
OPP251008-N-1,11,75.07,8.20,4.87,140.69,2.27,0.71
OUB251008-N-1,10,74.57,7.75,4.11,96.31,7.05,0.36
PFF251010-N-1,20,64.77,13.09,10.72,434.33,5.11,0.38
PLH251008-N-1,6,121.59,12.42,9.43,553.84,4.98,10.68
PLT251008-N-1,7,89.38,11.31,8.12,604.46,15.70,4.16
RCB251007-N-1,4,76.64,10.88,5.33,134.23,5.11,1.34
RFS251009-N-1,13,88.03,12.60,8.19,307.56,20.07,1.61
RHL251009-N-1,12,107.18,15.05,6.95,156.91,2.04,4.23
RKO251009-N-1,14,93.20,11.93,7.46,225.05,8.29,1.20
RKS251007-N-1,3,88.31,10.02,5.72,147.71,10.51,1.29
RKV251009-N-1,15,76.46,10.36,5.59,268.07,7.27,0.82
RNS251007-N-1,1,81.34,11.65,6.85,370.88,14.40,1.61
RPO251007-N-1,2,166.85,14.94,11.01,1017.19,108.52,1.70
RWA251007-N-1,5,86.71,12.70,8.98,754.89,17.54,0.68
