,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,12/18/2024,WM148,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS241210-N-1,1,70.23,11.16,6.09,205.39,7.95,2.15
RPO241210-N-1,2,183.39,14.95,10.85,1150.60,112.58,1.84
RKS241210-N-1,3,64.11,9.76,3.97,126.29,4.87,1.14
RKT241210-N-1,4,63.06,9.67,4.48,78.47,2.80,1.23
RCB241210-N-1,5,88.63,11.86,5.07,317.28,26.04,1.77
RWA241210-N-1,6,73.03,13.28,6.20,513.00,12.26,1.05
PLH241211-N-1,7,80.85,12.13,7.06,310.14,6.03,3.31
PLT241211-N-1,8,80.35,12.57,7.60,351.85,9.45,3.67
OCO241211-N-1,9,58.32,6.47,4.41,219.09,3.02,1.60
OMM241211-N-1,10,66.40,6.78,4.90,378.15,2.99,2.68
OUB241211-N-1,11,63.26,8.23,4.25,113.60,1.84,1.85
OPP241211-N-1,12,70.75,9.76,4.10,248.03,2.65,1.55
RHL241212-N-1,13,73.76,10.18,7.11,353.79,4.55,3.34
RON241212-N-1,14,68.12,9.68,4.53,94.56,3.22,1.04
RFS241212-N-1,15,165.47,16.18,13.91,1214.75,75.38,5.34
RKO241212-N-1,16,83.52,11.50,8.25,298.84,17.42,2.20
RKV241212-N-1,17,73.26,10.85,7.64,429.03,7.61,1.11
LMT241213-N-1,18,76.67,9.35,5.71,443.80,12.62,3.31
LMR241213-N-1,19,141.63,6.85,3.90,3922.83,71.53,2.42
LPS241213-N-1,20,63.36,7.16,3.27,202.83,1.54,1.68
LLH241213-N-1,21,74.13,10.51,6.68,351.05,6.42,6.05
PFF241213-N-1,22,81.33,10.60,7.49,251.14,8.06,2.66
