,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,7/2/2025,WM157,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS250624-N-1,1,89.59,15.82,10.71,722.21,29.76,2.16
RPO250624-N-1,2,170.47,14.96,11.98,1629.53,123.29,2.49
RKS250624-N-1,3,69.30,10.14,5.68,169.83,4.19,2.17
RCB250624-N-1,4,77.97,11.90,6.87,309.41,16.03,1.83
RWA250624-N-1,5,100.63,39.84,34.37,790.22,16.89,4.10
PLH250625-N-1,6,66.19,11.76,6.80,212.91,4.07,2.93
PLT250625-N-1,7,73.05,10.75,5.62,98.01,5.68,4.61
OCO250625-N-1,8,68.79,9.87,6.70,445.84,4.57,4.74
OMM250625-N-1,9,59.37,8.91,5.30,334.74,2.38,3.66
OUB250625-N-1,10,61.07,8.86,4.17,81.72,1.73,1.60
OPP250625-N-1,11,53.60,9.03,4.71,84.17,0.99,1.60
RHL250626-N-1,12,72.40,13.62,6.84,351.78,2.59,5.82
RFS250626-N-1,13,77.18,12.22,7.87,257.51,16.68,2.24
RKO250626-N-1,14,106.94,14.54,11.50,767.25,47.24,1.94
RKV250626-N-1,15,77.10,10.07,6.26,473.08,18.24,3.46
LMT250627-N-1,16,59.90,10.37,5.40,199.96,4.20,1.87
LMR250627-N-1,17,65.22,10.40,5.83,728.21,2.44,3.15
LPS250627-N-1,18,59.54,8.46,4.45,353.85,1.27,1.62
LLH250627-N-1,19,62.72,9.99,5.61,224.57,3.46,4.28
PFF250627-N-1,20,59.95,10.10,6.96,276.76,4.32,2.88
