,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,9/4/2024,WM143,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS240827-N-1,1,88.93,9.75,6.80,487.11,12.72,4.74
RPO240827-N-1,2,141.48,10.34,8.13,490.67,74.65,3.38
RKS240827-N-1,3,76.23,5.78,4.24,122.50,4.13,2.41
RKT240827-N-1,4,85.20,7.51,5.00,254.45,11.33,1.84
RCB240827-N-1,5,96.61,8.45,5.88,382.93,22.81,2.66
RWA240827-N-1,6,80.28,8.87,6.36,445.75,5.67,1.22
OCO240828-N-1,7,67.17,4.63,3.63,267.31,3.39,1.65
OMM240828-N-1,8,77.40,4.84,3.68,309.78,4.15,2.30
OUB240828-N-1,9,81.36,7.06,4.22,101.15,3.73,2.90
OPP240828-N-1,10,67.74,7.01,4.72,139.29,2.44,1.08
RHL240829-N-1,11,87.01,8.15,5.89,572.67,6.64,7.52
RON240829-N-1,12,92.14,6.53,3.35,107.79,3.45,3.76
RFS240829-N-1,13,125.05,9.66,7.93,579.99,38.77,5.22
RKO240829-N-1,14,92.95,7.03,6.35,336.75,21.56,2.02
RKV240829-N-1,15,106.93,8.63,7.16,443.16,24.14,5.28
