,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,9/18/2024,WM143,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
LMT240905-N-1,1,85.19,7.04,5.34,356.96,18.45,1.98
LMR240905-N-1,2,81.62,8.78,7.01,1161.97,2.96,3.60
LPS240905-N-1,3,80.65,7.71,5.63,165.79,2.51,1.40
LLH240905-N-1,4,83.68,8.10,6.41,211.49,4.23,4.78
PFF240905-N-1,5,107.09,8.78,7.30,491.26,4.59,3.00
PLH240905-N-1,6,88.08,12.07,11.50,688.39,6.95,9.13
PLT240905-N-1,7,119.07,10.19,9.44,686.79,44.56,5.02
