,,Data Provided by:,,,,,
,,SOEST Laboratory for ,,,,,
,,Analtyical Biogeochemistry (S-LAB),,,,,
,,University of Hawaii at Manoa ,,,,,
,,1000 Pope Rd,,,,,
,,"Honolulu, HI 96822",,,,,
,,808-956-5878,,,,,
,,,,,,,
,,Date Samples Received:,,9/3/2025,WM160,,
,,,,,,,
,,Project:,MNMRC,Project: Hui O Ka Wai Ola,,,
,,,,,,,
Sample,Sample,Total N,Total P,Phosphate,Silicate,N+N,Ammonia
ID,Number,µg/L,µg/L,µg/L,µg/L,µg/L,µg/L
RNS250826-N-1,1,83.88,13.78,8.73,415.23,13.76,3.43
RPO250826-N-1,2,185.58,15.46,11.88,2569.14,125.66,4.35
RKS250826-N-1,3,70.58,10.60,5.28,113.45,1.87,5.00
RCB250826-N-1,4,112.23,13.62,9.62,583.67,51.10,4.33
RWA250826-N-1,5,85.52,14.26,9.97,691.53,18.86,2.82
PLH250827-N-1,6,93.47,15.49,11.39,414.39,2.55,6.14
PLT250827-N-1,7,123.09,16.40,12.38,662.77,19.97,12.59
OCO250827-N-1,8,60.45,8.29,5.69,274.70,1.76,2.26
OMM250827-N-1,9,95.36,10.16,7.39,412.73,2.98,7.27
OUB250827-N-1,10,63.94,10.51,6.31,101.62,0.95,3.51
OPP250827-N-1,11,93.61,9.88,5.74,140.05,0.72,6.59
RHL250828-N-1,12,91.72,11.99,5.90,192.76,2.84,7.94
RFS250828-N-1,13,65.92,11.91,6.90,145.92,6.45,2.69
RKO250828-N-1,14,74.53,12.57,8.83,422.20,15.50,2.54
RKV250828-N-1,15,72.78,11.95,6.92,362.96,6.84,2.81
LMT250829-N-1,16,64.04,11.02,5.84,131.59,2.51,2.39
LMR250829-N-1,17,65.09,11.20,5.86,258.76,1.90,2.42
LPS250829-N-1,18,71.21,9.47,4.49,125.35,0.75,3.60
LLH250829-N-1,19,73.85,12.18,6.42,202.02,3.24,4.22
PFF250829-N-1,20,62.21,11.37,7.27,134.25,2.42,1.94
